,listing_id,id,date,reviewer_id,comments
6535,1352240,7633644,2013-09-27,1719163,4.1
6536,1352240,7818218,2013-10-04,9001232,4.4
6537,1352240,8570186,2013-11-05,8529147,4.0
6538,1352240,8892276,2013-11-24,292437,3.7
6539,1352240,9155706,2013-12-09,422559,3.9
6540,1352240,9434340,2013-12-28,5698416,3.3
6541,1352240,9854623,2014-01-14,4994159,3.8
6542,1352240,10049800,2014-01-27,5701411,3.6
6543,1352240,10302239,2014-02-11,2999227,3.8
6544,1352240,13285693,2014-05-24,5465158,3.2
6545,1352240,13588183,2014-05-31,1359518,3.6
6546,1352240,14028484,2014-06-10,7769730,3.3
6547,1352240,19972647,2014-09-21,21114961,3.7
6548,1352240,21084790,2014-10-11,20035463,3.9
6549,1352240,22156518,2014-10-31,22420436,3.9
6550,1352240,23837453,2014-12-12,5074434,4.0
6551,1352240,25501092,2015-01-18,16527138,3.7
6552,1352240,26495187,2015-02-14,17551761,3.8
6553,1352240,27562141,2015-03-07,3384835,3.8
6554,1352240,27887345,2015-03-14,28041005,3.9
6555,1352240,29489850,2015-04-08,7408579,3.7
6556,1352240,30548208,2015-04-24,9398640,4.0
6557,1352240,33141925,2015-05-25,32443694,3.9
6558,1352240,36130086,2015-06-25,29593757,3.0
6559,2984923,12912400,2014-05-13,15195534,3.7
6560,2984923,13113827,2014-05-19,705401,3.9
6561,2984923,13376296,2014-05-26,10202088,3.7
6562,2984923,13557584,2014-05-30,12292364,4.1
6563,2984923,13702015,2014-06-02,14329468,3.6
6564,2984923,13858394,2014-06-06,11471784,3.5
6565,2984923,14043539,2014-06-10,12236086,3.8
6566,2984923,14313378,2014-06-16,16367321,3.9
6567,2984923,14452502,2014-06-19,15189719,3.5
6568,2984923,14522787,2014-06-21,4638934,3.1
6569,2984923,14743999,2014-06-25,15695176,4.1
6570,2984923,15108930,2014-07-02,4188655,3.6
6571,2984923,15272090,2014-07-06,614938,3.8
6572,2984923,15503276,2014-07-10,9677442,4.0
6573,2984923,15707003,2014-07-14,15835972,4.1
6574,2984923,15851265,2014-07-16,2105857,4.2
6575,2984923,15921490,2014-07-18,17075967,3.0
6576,2984923,16250485,2014-07-24,15849884,3.9
6577,2984923,16301981,2014-07-25,6237811,3.9
6578,2984923,16442181,2014-07-27,1537145,3.9
6579,2984923,16469200,2014-07-28,13057797,3.9
6580,2984923,16775743,2014-08-02,5861624,3.8
6581,2984923,16853295,2014-08-03,4332642,3.8
6582,2984923,17558063,2014-08-14,14411463,3.0
6583,2984923,17834154,2014-08-18,12198188,4.3
6584,2984923,18111083,2014-08-22,15627792,4.3
6585,2984923,18354503,2014-08-25,723377,3.6
6586,2984923,18676714,2014-08-30,11548879,3.7
6587,2984923,19364548,2014-09-11,18187835,3.8
6588,2984923,19821055,2014-09-19,4739419,3.4
6589,2984923,19886245,2014-09-20,18258963,4.1
6590,2984923,20320942,2014-09-27,21103547,3.7
6591,2984923,20425764,2014-09-29,3806978,3.7
6592,2984923,20540013,2014-09-30,20934676,4.3
6593,2984923,20699394,2014-10-04,4776749,3.4
6594,2984923,21123483,2014-10-12,18012436,3.0
6595,2984923,21333645,2014-10-15,2299184,4.0
6596,2984923,21460386,2014-10-18,18924314,3.8
6597,2984923,21784446,2014-10-24,14937791,4.0
6598,2984923,21975780,2014-10-27,3997703,3.4
6599,2984923,22291053,2014-11-03,1697791,3.0
6600,2984923,22643676,2014-11-11,1585745,3.5
6601,2984923,22708012,2014-11-12,22358888,3.0
6602,2984923,22946678,2014-11-18,10183964,4.3
6603,2984923,29304712,2015-04-06,645412,3.7
6604,2984923,29470521,2015-04-07,4433335,3.5
6605,2984923,29531885,2015-04-08,1649256,3.7
6606,2984923,30584390,2015-04-24,1796318,3.0
6607,2984923,30736034,2015-04-26,13924366,3.8
6608,2984923,31002811,2015-04-30,30911126,3.6
6609,2984923,31321167,2015-05-04,9763312,3.4
6610,2984923,31645978,2015-05-08,29960827,3.5
6611,2984923,31822344,2015-05-10,30902004,4.2
6612,2984923,32628616,2015-05-19,5534868,3.8
6613,2984923,32731589,2015-05-20,16538824,3.4
6614,2984923,32987520,2015-05-24,31079109,3.4
6615,2984923,33434166,2015-05-28,28939453,3.2
6616,2984923,33824849,2015-06-01,25706264,4.3
6617,2984923,34133410,2015-06-05,19624847,3.4
6618,2984923,35455829,2015-06-19,8436633,3.5
6619,2984923,35938027,2015-06-23,4998593,4.1
6620,2984923,36125617,2015-06-25,10443781,3.3
6621,2984923,36327605,2015-06-27,17935474,3.3
6622,2984923,36549289,2015-06-29,8916444,3.4
6623,2984923,37312280,2015-07-06,23077245,3.6
6624,4652330,32266556,2015-05-16,10246007,3.5
6625,4652330,33338649,2015-05-26,1977307,3.9
6626,4652330,35876043,2015-06-22,21415771,3.9
6627,6044567,34672778,2015-06-10,695791,4.6
6628,6044567,35612142,2015-06-20,1110939,3.8
6629,6454183,35874035,2015-06-22,18433002,2.8
6630,6454183,36580901,2015-06-29,6762512,3.3
6631,6454183,36842274,2015-07-01,1107183,4.1
6632,6454183,37021909,2015-07-03,29283780,3.4
6633,6454183,37526935,2015-07-07,28543241,3.8
6634,6902015,37024670,2015-07-03,33009714,3.1
6635,6902015,38196234,2015-07-13,2283115,3.5
6636,7105465,37912172,2015-07-11,32678802,4.3
6637,7057303,37801424,2015-07-10,30341143,3.8
6638,1771391,35898645,2015-06-22,35870355,3.4
6639,1771391,36820029,2015-07-01,33115715,3.4
6640,1771391,38210280,2015-07-13,33231778,3.3
6641,1555378,16727166,2014-08-01,17338690,3.9
6642,3940117,20377273,2014-09-28,21111633,3.8
6643,3940117,22775393,2014-11-14,23239422,3.0
6644,3940117,24771002,2015-01-02,22269423,3.5
6645,3940117,29503502,2015-04-08,27156062,4.3
6646,3940117,30640133,2015-04-25,17948773,3.7
6647,3940117,30954225,2015-04-29,14935581,3.4
6648,3940117,31376482,2015-05-04,4587524,3.6
6649,3940117,32819968,2015-05-22,29810859,3.6
6650,3940117,33250781,2015-05-26,14473889,3.6
6651,3940117,34066483,2015-06-04,31142244,3.4
6652,3940117,34661344,2015-06-10,34178268,3.0
6653,3940117,34995506,2015-06-14,15546298,4.3
6654,1826249,13695392,2014-06-02,15419921,3.9
6655,1826249,13864016,2014-06-06,15926219,3.8
6656,1826249,13998302,2014-06-09,2734568,4.1
6657,1826249,14097428,2014-06-11,14421703,3.3
6658,1826249,16082839,2014-07-22,14487779,4.5
6659,1826249,16565021,2014-07-29,17067311,3.8
6660,1826249,18558463,2014-08-28,6431896,3.8
6661,1826249,19164753,2014-09-07,20654301,4.0
6662,1826249,19714095,2014-09-16,20806441,3.8
6663,1826249,20201907,2014-09-25,17466029,4.1
6664,1826249,20587103,2014-10-01,8842175,4.1
6665,1826249,20813592,2014-10-06,6582727,4.2
6666,1826249,21213476,2014-10-13,1956891,4.3
6667,1826249,21631633,2014-10-20,7195173,3.6
6668,1826249,22802399,2014-11-15,9210927,4.3
6669,1826249,24398527,2014-12-27,1395057,3.0
6670,1826249,25328613,2015-01-12,5284760,4.2
6671,1826249,29006315,2015-04-02,28547821,3.8
6672,1826249,29419180,2015-04-07,145271,3.5
6673,1826249,29644777,2015-04-10,7800831,4.3
6674,1826249,29949227,2015-04-14,5209297,3.7
6675,1826249,30893359,2015-04-28,3260378,3.7
6676,1826249,32063174,2015-05-13,27611316,3.0
6677,1826249,32295797,2015-05-16,2748258,4.3
6678,1826249,32565488,2015-05-19,1451102,4.0
6679,1826249,33032868,2015-05-24,32859863,3.6
6680,1826249,33522002,2015-05-29,28587822,4.4
6681,1826249,33804449,2015-06-01,29509511,3.9
6682,1826249,34069774,2015-06-04,5893319,4.3
6683,1826249,34720259,2015-06-11,1310218,3.5
6684,1826249,35094426,2015-06-15,29431371,3.9
6685,1826249,35792967,2015-06-22,27870359,3.8
6686,1826249,36220613,2015-06-26,2777920,3.9
6687,1826249,36633271,2015-06-29,3961016,3.9
6688,1826249,36728280,2015-06-30,3135783,3.6
6689,1826249,36991235,2015-07-03,12136769,3.6
6690,1826249,37592711,2015-07-08,33402389,3.8
6691,1826249,38054180,2015-07-12,25516567,3.6
6692,2266094,22848359,2014-11-16,22564919,3.9
6693,2266094,27072839,2015-02-24,27216159,3.0
6694,2266094,36860117,2015-07-02,15167195,3.7
6695,3944576,20168226,2014-09-24,21246184,3.5
6696,3944576,21367112,2014-10-15,4855390,2.5
6697,3944576,22046632,2014-10-28,6579738,3.8
6698,3944576,22807487,2014-11-15,22953247,3.5
6699,3944576,23339150,2014-11-29,23193922,3.2
6700,3944576,23664693,2014-12-07,15056230,3.9
6701,3944576,24079748,2014-12-19,2072173,3.3
6702,3944576,24393650,2014-12-27,25053203,4.0
6703,3944576,24967436,2015-01-04,13459055,3.0
6704,3944576,25154049,2015-01-07,11352174,3.7
6705,3944576,25485420,2015-01-17,25434049,4.0
6706,3944576,25645769,2015-01-21,26097196,3.0
6707,3944576,25758605,2015-01-25,22913448,3.6
6708,3944576,26120524,2015-02-03,2561624,3.4
6709,3944576,26281986,2015-02-08,18037705,3.7
6710,3944576,27150806,2015-02-26,3991319,3.6
6711,3944576,27549489,2015-03-07,26564827,2.9
6712,3944576,27905985,2015-03-14,18955186,4.2
6713,3944576,28491609,2015-03-24,28065203,3.4
6714,3944576,29294993,2015-04-06,27740742,3.0
6715,3944576,29638589,2015-04-10,3041970,3.9
6716,3944576,30033136,2015-04-16,29614919,3.7
6717,3944576,30248524,2015-04-19,30497660,3.6
6718,3944576,30515168,2015-04-23,12766746,3.9
6719,3944576,31728908,2015-05-09,31068846,3.8
6720,3944576,32112413,2015-05-14,2703737,3.8
6721,3944576,32518990,2015-05-19,11308435,4.1
6722,3944576,33151794,2015-05-25,3702568,4.6
6723,3944576,33517956,2015-05-29,31950949,3.8
6724,3944576,34001977,2015-06-03,31504369,3.6
6725,3944576,34313348,2015-06-07,18750745,3.0
6726,3944576,36013374,2015-06-24,18433558,3.0
6727,3944576,36689715,2015-06-30,21585703,3.3
6728,3944576,36929086,2015-07-02,17373783,3.0
6729,3944576,37071035,2015-07-04,14783075,4.0
6730,3944576,38057279,2015-07-12,17263123,3.7
6731,5792203,30359408,2015-04-20,20236203,3.7
6732,5792203,30916059,2015-04-28,19938972,3.4
6733,5792203,31363752,2015-05-04,31263994,3.0
6734,5792203,31720477,2015-05-09,29820377,3.9
6735,5792203,32033119,2015-05-12,3565133,3.8
6736,5792203,32188574,2015-05-15,1451102,4.0
6737,5792203,32591730,2015-05-19,17250496,3.7
6738,5792203,33045722,2015-05-24,17431534,4.1
6739,5792203,33268298,2015-05-26,25501524,3.5
6740,5792203,33818902,2015-06-01,25108223,3.9
6741,5792203,34092153,2015-06-04,23317853,4.0
6742,5792203,34580096,2015-06-09,34573085,3.9
6743,5792203,35381136,2015-06-18,1185437,3.3
6744,5792203,35868565,2015-06-22,35260300,4.1
6745,5792203,36158510,2015-06-25,36493645,4.3
6746,5792203,36345616,2015-06-27,4565779,4.0
6747,5792203,36906103,2015-07-02,34204104,3.9
6748,5792203,37243019,2015-07-05,5534575,4.0
6749,5792203,37566215,2015-07-08,22239076,3.7
6750,5792203,37963675,2015-07-12,20679165,3.4
6751,6895927,36345346,2015-06-27,34007075,3.3
6752,7067256,37699706,2015-07-09,2130303,3.7
6753,7067256,38552627,2015-07-16,23796299,3.0
6754,4808742,26278036,2015-02-08,15531522,3.8
6755,4808742,26651944,2015-02-16,27471735,3.9
6756,4808742,27339474,2015-03-02,24324425,3.7
6757,4808742,27438669,2015-03-04,23477722,3.9
6758,4808742,28027929,2015-03-16,15515241,4.1
6759,4808742,28905417,2015-03-31,29521369,4.5
6760,4808742,29141028,2015-04-04,6909353,4.4
6761,4808742,29403804,2015-04-07,23121544,3.6
6762,4808742,29625426,2015-04-10,13910145,2.8
6763,4808742,30305012,2015-04-20,28744277,3.4
6764,4808742,30482222,2015-04-22,2090673,3.9
6765,4808742,33305080,2015-05-26,6976886,3.9
6766,4808742,33750719,2015-05-31,33837806,3.4
6767,4808742,33951317,2015-06-02,22437292,3.0
6768,4808742,34882773,2015-06-13,22203628,2.6
6769,4808742,35321903,2015-06-17,34003118,3.8
6770,5571167,30006754,2015-04-15,31010014,3.6
6771,5571167,30904474,2015-04-28,31031616,3.8
6772,5571167,31133284,2015-05-02,31394507,3.0
6773,5571167,31380779,2015-05-04,9110493,3.7
6774,5571167,31815227,2015-05-10,31394507,3.0
6775,5571167,32707113,2015-05-20,15472123,3.7
6776,5571167,34487457,2015-06-08,34237159,3.0
6777,5571167,35167644,2015-06-15,6710933,4.3
6778,5571167,35698827,2015-06-21,33982776,3.8
6779,5571167,36887529,2015-07-02,8721788,3.4
6780,5571167,37894433,2015-07-11,9677710,3.7
6781,1821343,10328077,2014-02-13,11908921,4.1
6782,1821343,10526414,2014-02-24,3315816,3.0
6783,1821343,21320967,2014-10-14,15787398,3.9
6784,1821343,25062617,2015-01-05,1206185,4.2
6785,1821343,29629847,2015-04-10,9962296,3.7
6786,1821343,31382744,2015-05-04,14765117,3.5
6787,2246022,10163003,2014-02-03,10405401,3.7
6788,2246022,10498657,2014-02-22,11146636,3.5
6789,2246022,10608624,2014-02-27,12233948,3.7
6790,2246022,10780423,2014-03-07,10611700,3.8
6791,2246022,10892840,2014-03-11,8747983,3.7
6792,2246022,11151583,2014-03-23,1438599,3.9
6793,2246022,11587889,2014-04-08,5807438,3.8
6794,2246022,11830080,2014-04-16,11746112,3.7
6795,2246022,12711941,2014-05-09,10409634,3.4
6796,2246022,12925159,2014-05-14,6621386,3.3
6797,2246022,13135346,2014-05-20,5763736,3.3
6798,2246022,13910726,2014-06-08,13348732,3.5
6799,2246022,14077323,2014-06-11,6172117,3.9
6800,2246022,14183815,2014-06-14,13714219,3.8
6801,2246022,14426847,2014-06-19,11702930,3.7
6802,2246022,14685351,2014-06-24,13322251,3.6
6803,2246022,15088783,2014-07-02,13043577,3.6
6804,2246022,16242408,2014-07-24,12015830,3.0
6805,2246022,19123684,2014-09-07,16400592,4.0
6806,2246022,19590922,2014-09-15,16292983,3.6
6807,2246022,20237344,2014-09-26,20062577,4.0
6808,2246022,20406267,2014-09-29,14002937,3.8
6809,2246022,20595838,2014-10-02,12349861,4.1
6810,2246022,21028090,2014-10-10,13132658,3.8
6811,2246022,21506140,2014-10-19,4279940,3.6
6812,2246022,21743589,2014-10-23,3249676,3.8
6813,2246022,21990570,2014-10-27,12164500,3.8
6814,2246022,22184866,2014-11-01,20717923,4.0
6815,2246022,22432083,2014-11-06,22153586,3.8
6816,2246022,22691375,2014-11-12,11113814,4.4
6817,2246022,22945867,2014-11-18,2143064,4.3
6818,2246022,23440973,2014-12-01,21294229,3.0
6819,2246022,23787487,2014-12-10,22908993,4.4
6820,2246022,23940857,2014-12-15,21587571,3.0
6821,2246022,24219679,2014-12-23,11666338,3.9
6822,2246022,24393966,2014-12-27,21409076,3.0
6823,2246022,24701404,2015-01-02,11619453,3.2
6824,2246022,25354560,2015-01-13,12528183,3.9
6825,2246022,25504095,2015-01-18,8620714,4.0
6826,2246022,25685200,2015-01-23,25109584,3.9
6827,2246022,25841246,2015-01-27,1473171,4.0
6828,2246022,26207952,2015-02-07,24265258,3.0
6829,2246022,26400355,2015-02-11,26841282,3.9
6830,2246022,26670442,2015-02-17,13095902,3.9
6831,2246022,26887164,2015-02-21,5542657,3.0
6832,2246022,27158600,2015-02-27,24492030,3.8
6833,2246022,27415129,2015-03-03,28293269,3.5
6834,2246022,27543368,2015-03-07,27366491,3.9
6835,2246022,28001140,2015-03-16,16806578,3.6
6836,2246022,28511209,2015-03-25,21964204,4.3
6837,2246022,28988726,2015-04-02,6928501,3.6
6838,2246022,29388378,2015-04-07,25534903,3.8
6839,2246022,29908228,2015-04-14,10045021,3.5
6840,2246022,30120140,2015-04-18,302715,3.9
6841,2246022,30658411,2015-04-26,21761119,3.0
6842,2246022,30974224,2015-04-30,6250543,3.6
6843,2246022,32877660,2015-05-23,3036299,3.2
6844,2246022,34187663,2015-06-06,8751541,3.9
6845,2246022,34694389,2015-06-11,11142006,4.0
6846,2246022,35446962,2015-06-19,26262723,4.0
6847,2246022,36023646,2015-06-24,31755215,3.4
6848,2246022,36763805,2015-07-01,29464475,4.1
6849,1640900,9278279,2013-12-17,9093993,3.8
6850,1640900,10485557,2014-02-21,7514679,4.4
6851,1640900,10819360,2014-03-09,11897801,3.0
6852,1640900,11435606,2014-04-02,335973,3.4
6853,1640900,11813464,2014-04-15,13772140,3.7
6854,1640900,12167529,2014-04-24,1743585,3.9
6855,1640900,13165557,2014-05-20,12908874,3.7
6856,1640900,13583435,2014-05-31,9173327,3.6
6857,1640900,13852022,2014-06-06,12887535,3.9
6858,1640900,15541144,2014-07-11,16494861,3.5
6859,1640900,16103655,2014-07-22,11432909,3.7
6860,1640900,17277314,2014-08-10,341052,3.8
6861,1640900,17830425,2014-08-18,16488085,3.7
6862,1640900,22358140,2014-11-04,12915246,3.9
6863,1640900,24889829,2015-01-03,25122630,3.5
6864,1640900,29429020,2015-04-07,22561758,4.2
6865,1640900,31053087,2015-05-01,4082375,3.0
6866,1640900,36799532,2015-07-01,4999611,4.0
6867,2243317,11235166,2014-03-25,13290427,3.6
6868,2243317,11662652,2014-04-11,4383214,3.6
6869,2243317,12430476,2014-05-02,5501335,3.8
6870,2243317,12980915,2014-05-16,14416752,3.6
6871,2243317,13522811,2014-05-29,15799686,4.3
6872,2243317,13797514,2014-06-04,397029,3.6
6873,2243317,14391578,2014-06-18,13249190,3.6
6874,2243317,14448165,2014-06-19,4381756,3.4
6875,2243317,15541441,2014-07-11,5860448,3.0
6876,2243317,15842541,2014-07-16,12469170,4.3
6877,2243317,15967482,2014-07-19,16940527,3.6
6878,2243317,18044305,2014-08-20,4236926,3.7
6879,2243317,19124090,2014-09-07,6659735,3.9
6880,2243317,19991813,2014-09-21,16617652,3.4
6881,2243317,20726331,2014-10-04,8242484,4.1
6882,2243317,22639537,2014-11-10,21712771,3.8
6883,2243317,22914762,2014-11-17,5142623,3.6
6884,2243317,23054174,2014-11-21,2320034,4.1
6885,2243317,23776423,2014-12-09,1630480,4.0
6886,2243317,24237217,2014-12-23,24046271,4.0
6887,2243317,25623041,2015-01-20,19051062,3.5
6888,2243317,26463164,2015-02-13,27018149,3.5
6889,2243317,26686731,2015-02-17,8514444,4.5
6890,2243317,27347616,2015-03-02,27458102,3.6
6891,2243317,28459566,2015-03-24,28270931,3.0
6892,2243317,29588719,2015-04-09,9248573,4.1
6893,2243317,29757834,2015-04-12,28734603,3.8
6894,2243317,30423777,2015-04-21,21203878,3.8
6895,2243317,30790819,2015-04-27,21004729,3.6
6896,2243317,32056594,2015-05-13,11028047,4.0
6897,2243317,32868118,2015-05-22,600975,3.8
6898,2243317,33427670,2015-05-28,24617152,3.5
6899,2243317,35332137,2015-06-17,28631496,3.6
6900,2243317,36607185,2015-06-29,36141063,4.2
6901,6350220,37520776,2015-07-07,36981952,3.4
6902,571796,3423310,2013-01-27,4758952,3.7
6903,571796,4089287,2013-04-08,4960592,3.7
6904,571796,4256456,2013-04-22,5833349,3.4
6905,571796,5081061,2013-06-11,2912898,3.7
6906,571796,5197429,2013-06-17,2495327,3.3
6907,571796,5860797,2013-07-20,5860448,3.7
6908,571796,6031754,2013-07-27,2577859,4.3
6909,571796,6233434,2013-08-04,6576572,3.7
6910,571796,7033953,2013-09-04,6717511,3.6
6911,571796,7810779,2013-10-04,4171763,3.9
6912,571796,10384260,2014-02-17,5335657,3.5
6913,571796,10490138,2014-02-21,9248835,3.9
6914,571796,12737489,2014-05-09,14389111,3.0
6915,571796,14810490,2014-06-27,2025782,3.7
6916,571796,17029631,2014-08-05,15488162,3.7
6917,571796,18268085,2014-08-24,13807146,3.5
6918,571796,18484553,2014-08-27,13363224,3.6
6919,571796,20192519,2014-09-25,5473863,3.8
6920,571796,20499314,2014-09-30,3289262,3.8
6921,571796,20785772,2014-10-05,20701719,3.8
6922,571796,21390622,2014-10-16,19831569,4.0
6923,571796,24259636,2014-12-24,18864049,3.8
6924,571796,26127815,2015-02-04,17556744,3.9
6925,571796,26882537,2015-02-21,27272881,4.3
6926,571796,36850435,2015-07-02,24688385,3.8
6927,571796,37654119,2015-07-09,32061737,3.0
6928,571796,38110469,2015-07-13,26522934,4.0
6929,83097,829053,2012-01-03,1211291,3.7
6930,83097,9469989,2013-12-30,10229003,4.1
6931,83097,12557473,2014-05-05,5571861,4.1
6932,83097,13473134,2014-05-28,13386419,3.6
6933,83097,14534930,2014-06-21,11346878,3.9
6934,83097,14795275,2014-06-26,11976625,4.3
6935,83097,15199490,2014-07-04,2074470,3.9
6936,83097,15474283,2014-07-09,15682077,3.8
6937,83097,17315646,2014-08-10,7771143,3.5
6938,83097,18384001,2014-08-25,13522462,3.5
6939,83097,19330506,2014-09-10,17465081,3.5
6940,83097,19846304,2014-09-19,15800740,3.5
6941,83097,20960529,2014-10-08,21162035,3.3
6942,83097,21390590,2014-10-16,5120879,3.5
6943,83097,22880439,2014-11-17,13299812,3.0
6944,83097,26923154,2015-02-22,26076778,3.5
6945,83097,32154930,2015-05-15,33034157,3.0
6946,83097,32584805,2015-05-19,28610829,3.7
6947,83097,37315334,2015-07-06,31122973,3.0
6948,83097,37759485,2015-07-10,13544326,4.1
6949,6293981,32434696,2015-05-17,3536107,3.5
6950,6293981,35017929,2015-06-14,12694499,3.9
6951,6293981,35605593,2015-06-20,14095543,3.8
6952,6293981,36580505,2015-06-29,2658326,3.7
6953,6293981,38183539,2015-07-13,6503699,3.7
6954,4636508,30021914,2015-04-16,9720825,4.2
6955,4636508,33011898,2015-05-24,32592137,3.9
6956,4636508,33942785,2015-06-02,28716300,3.5
6957,4636508,34573837,2015-06-09,34339302,3.7
6958,4636508,35270683,2015-06-16,35416778,3.6
6959,4636508,35378445,2015-06-18,30986835,4.3
6960,4636508,36014598,2015-06-24,24376451,3.8
6961,4636508,36277298,2015-06-27,24376451,3.1
6962,4636508,37447062,2015-07-07,28903705,3.6
6963,2912133,14649051,2014-06-23,16580940,3.4
6964,2912133,14994453,2014-06-30,16775357,4.3
6965,2912133,15467006,2014-07-09,16586908,3.5
6966,2912133,15786114,2014-07-15,17301464,4.0
6967,2912133,15928615,2014-07-18,6872868,4.2
6968,2912133,16594062,2014-07-29,12661334,3.7
6969,2912133,17115915,2014-08-07,6070923,3.6
6970,2912133,17459696,2014-08-12,11632272,4.4
6971,2912133,18184708,2014-08-23,16485674,4.1
6972,2912133,18359495,2014-08-25,10131529,4.6
6973,2912133,18566317,2014-08-28,6215122,3.7
6974,2912133,18813550,2014-09-01,4516623,3.6
6975,2912133,18986372,2014-09-04,17345458,3.6
6976,2912133,19096138,2014-09-06,20998151,3.0
6977,2912133,19131883,2014-09-07,14457718,4.1
6978,2912133,19643598,2014-09-15,20628096,3.7
6979,2912133,19829009,2014-09-19,8507172,3.8
6980,2912133,20009591,2014-09-22,18183204,3.8
6981,2912133,20293628,2014-09-27,20575139,3.7
6982,2912133,20441765,2014-09-29,1317264,3.2
6983,2912133,20699898,2014-10-04,5966104,3.7
6984,2912133,20875745,2014-10-06,21927748,3.0
6985,2912133,21266860,2014-10-13,3749768,3.8
6986,2912133,21405539,2014-10-16,21922771,3.6
6987,2912133,22100301,2014-10-30,2487436,4.1
6988,2912133,22247629,2014-11-02,22076977,4.0
6989,2912133,22432914,2014-11-06,22252953,3.7
6990,2912133,22691648,2014-11-12,17328834,3.8
6991,2912133,24404048,2014-12-28,9757827,3.5
6992,2912133,26869006,2015-02-21,4242841,3.6
6993,2912133,28869884,2015-03-31,12783175,4.4
6994,2912133,29179646,2015-04-05,17515527,4.2
6995,2912133,29574980,2015-04-09,9409430,3.8
6996,2912133,29953388,2015-04-14,7094768,3.9
6997,2912133,30084945,2015-04-17,29479944,3.6
6998,2912133,30678899,2015-04-26,27631972,3.9
6999,2912133,31090993,2015-05-02,9450314,3.9
7000,2912133,31522729,2015-05-06,29245786,3.5
7001,2912133,31798142,2015-05-10,30564611,3.8
7002,2912133,32162847,2015-05-15,28186854,3.0
7003,2912133,32675337,2015-05-20,16194824,4.2
7004,2912133,32893543,2015-05-23,15433058,4.2
7005,2912133,33358026,2015-05-27,10927428,3.6
7006,2912133,33522440,2015-05-29,5752012,4.0
7007,2912133,33775186,2015-06-01,5347294,3.6
7008,2912133,34126520,2015-06-05,16697267,3.9
7009,2912133,34394639,2015-06-08,2236342,3.8
7010,2912133,34697943,2015-06-11,20545299,3.9
7011,2912133,34850649,2015-06-13,375658,4.1
7012,2912133,35171140,2015-06-15,35362135,3.9
7013,2912133,35288207,2015-06-17,27540921,4.1
7014,2912133,35542736,2015-06-20,16241531,4.0
7015,2912133,36000689,2015-06-24,6799720,3.6
7016,2912133,36270501,2015-06-27,29064086,4.2
7017,2912133,36660460,2015-06-30,5065759,3.6
7018,2912133,36979848,2015-07-03,13979618,4.4
7019,2912133,37543407,2015-07-08,20995595,3.6
7020,6037476,31858924,2015-05-10,11369408,3.8
7021,6037476,32588562,2015-05-19,10986218,3.4
7022,6037476,33875271,2015-06-01,22273877,3.7
7023,6037476,34094586,2015-06-04,12289506,3.8
7024,6037476,34741351,2015-06-11,23563881,3.8
7025,6037476,35009879,2015-06-14,33964658,3.7
7026,6037476,36483695,2015-06-28,33217976,3.7
7027,6037476,36723551,2015-06-30,18389641,3.7
7028,6037476,37013381,2015-07-03,33818349,3.6
7029,6037476,37074841,2015-07-04,22001837,4.0
7030,6037476,37409690,2015-07-06,37069160,3.8
7031,6037476,37992768,2015-07-12,31953423,3.6
7032,4546864,33635670,2015-05-30,27945821,3.5
7033,4546864,36741568,2015-06-30,11757499,4.0
7034,4546864,37011630,2015-07-03,12939952,3.9
7035,4546864,37609639,2015-07-08,12571321,3.0
7036,4546864,38655717,2015-07-17,20414115,3.7
7037,6508382,33879459,2015-06-01,34400396,3.7
7038,5472291,31601481,2015-05-07,20076671,4.0
7039,5472291,32555083,2015-05-19,28208071,3.7
7040,5472291,32765779,2015-05-21,19860420,3.8
7041,5472291,33294011,2015-05-26,3476807,4.0
7042,5472291,33538731,2015-05-29,33230492,3.0
7043,5472291,35862228,2015-06-22,35453181,3.5
7044,5472291,36540191,2015-06-29,26979527,4.1
7045,6562813,34892805,2015-06-13,34289765,4.1
7046,6562813,37623512,2015-07-08,37259599,4.0
7047,350321,1409249,2012-06-04,1853727,3.4
7048,350321,1629710,2012-07-04,2531237,3.4
7049,350321,2153901,2012-08-31,2937624,3.3
7050,350321,2334172,2012-09-18,2534046,4.1
7051,350321,2448936,2012-09-29,2864147,3.5
7052,350321,2547255,2012-10-08,3683360,3.7
7053,350321,2682692,2012-10-22,3521138,3.7
7054,350321,2893504,2012-11-15,806324,4.5
7055,350321,3519903,2013-02-11,1305840,3.8
7056,350321,3761419,2013-03-12,4739693,3.6
7057,350321,4032145,2013-04-04,5011878,4.0
7058,350321,4052711,2013-04-06,1934969,3.8
7059,350321,4103579,2013-04-09,872189,3.6
7060,350321,4494224,2013-05-08,2135311,3.8
7061,350321,4516580,2013-05-10,1570689,4.0
7062,350321,4623550,2013-05-16,5532706,4.0
7063,350321,4755754,2013-05-24,5081059,3.8
7064,350321,4787374,2013-05-26,3118411,3.7
7065,350321,4865794,2013-05-29,6289412,3.4
7066,350321,4887676,2013-05-31,1429765,3.9
7067,350321,4926630,2013-06-02,5918143,3.8
7068,350321,4963530,2013-06-04,2089550,4.0
7069,350321,5043014,2013-06-09,6560919,3.5
7070,350321,5231076,2013-06-19,3363737,3.6
7071,350321,5291676,2013-06-23,5837075,3.5
7072,350321,5378694,2013-06-27,35908,3.8
7073,350321,5486345,2013-07-02,341005,3.7
7074,350321,5554394,2013-07-06,4985768,3.6
7075,350321,5726599,2013-07-14,1631821,3.8
